id,labels,sentences,PROPN,PROPN+NOUN,PROPN+*+NOUN,PROPN+*+$ORG,PROPN+$ORG,PROPN|NUM,PROPN|NUM+NOUN,PROPN|NUM+*+NOUN,PROPN|NUM|[price],PROPN|[price],PROPN|[price]|NUM,PROPN|[price]|$MONEY,PROPN|[price]|$MONEY|NUM,PROPN|[price]|$MONEY|$PERCENT,PROPN|[price]|$PERCENT,PROPN|[price]|$PERCENT|NUM,PROPN|[price]|$PERCENT|$MONEY,PROPN|$MONEY,PROPN|$MONEY+NOUN,PROPN|$MONEY+*+NOUN,PROPN|$MONEY|NUM,PROPN|$MONEY|NUM+NOUN,PROPN|$MONEY|NUM+*+NOUN,PROPN|$MONEY|NUM|[price],PROPN|$MONEY|[price],PROPN|$MONEY|[price]|NUM,PROPN|$MONEY|[price]|$PERCENT,PROPN|$MONEY|$PERCENT,PROPN|$MONEY|$PERCENT+NOUN,PROPN|$MONEY|$PERCENT+*+NOUN,PROPN|$MONEY|$PERCENT|[price],PROPN|$PERCENT,PROPN|$PERCENT+NOUN,PROPN|$PERCENT+*+NOUN,PROPN|$PERCENT|NUM,PROPN|$PERCENT|NUM+NOUN,PROPN|$PERCENT|NUM+*+NOUN,PROPN|$PERCENT|NUM|[price],PROPN|$PERCENT|[price],PROPN|$PERCENT|[price]|NUM,PROPN|$PERCENT|[price]|$MONEY,PROPN|$PERCENT|$MONEY,PROPN|$PERCENT|$MONEY+NOUN,PROPN|$PERCENT|$MONEY+*+NOUN,PROPN|$PERCENT|$MONEY|[price],NUM,NUM+NOUN,NUM+NOUN|ADV,NUM+ADV,NUM+ADV|$MONEY,NUM+ADV|$MONEY|NOUN,NUM+ADV|$MONEY|$PERCENT,NUM+ADV|$PERCENT,NUM+ADV|$PERCENT|NOUN,NUM+ADV|$PERCENT|$MONEY,NUM+*+NOUN,NUM+*+NOUN|ADV,NUM+*+ADV,NUM+*+ADV|$MONEY,NUM+*+ADV|$MONEY|NOUN,NUM+*+ADV|$MONEY|$PERCENT,NUM+*+ADV|$PERCENT,NUM+*+ADV|$PERCENT|NOUN,NUM+*+ADV|$PERCENT|$MONEY,NUM+*+$MONEY,NUM+*+$MONEY|NOUN,NUM+*+$MONEY|$PERCENT,NUM+*+$PERCENT,NUM+*+$PERCENT|NOUN,NUM+*+$PERCENT|NOUN+ADV,NUM+$MONEY,NUM+$MONEY|NOUN,NUM+$MONEY|$PERCENT,NUM+$PERCENT,NUM+$PERCENT|NOUN,NUM+$PERCENT|NOUN+ADV,NUM+$PERCENT|NOUN+*+ADV,NUM|[price],[price],[price]+AUX,[price]+*+PRON|VERB,[price]+*+PRON|VERB|PROPN,[price]+*+PRON|VERB|PROPN|ADJ,[price]+*+PRON|VERB|PROPN|AUX,[price]+*+PRON|VERB|ADJ,[price]+*+PRON|VERB|ADJ|PROPN,[price]+*+PRON|VERB|AUX,[price]+*+PRON|VERB|AUX|PROPN,[price]+*+PRON|PROPN,[price]+*+PRON|PROPN|VERB,[price]+*+PRON|PROPN|VERB|ADJ,[price]+*+PRON|PROPN|VERB|AUX,[price]+*+PRON|PROPN|ADJ,[price]+*+PRON|PROPN|ADJ|VERB,[price]+*+PRON|PROPN|AUX,[price]+*+PRON|PROPN|AUX|VERB,[price]+*+PRON,[price]+*+PRON|ADJ,[price]+*+PRON|ADJ|VERB,[price]+*+PRON|ADJ|VERB|PROPN,[price]+*+PRON|ADJ|PROPN,[price]+*+PRON|ADJ|PROPN|VERB,[price]+*+PRON|AUX,[price]+*+PRON|AUX|VERB,[price]+*+PRON|AUX|VERB|PROPN,[price]+*+PRON|AUX|PROPN,[price]+*+PRON|AUX|PROPN|VERB,[price]+*+VERB|PROPN,[price]+*+VERB|PROPN|ADJ,[price]+*+VERB|PROPN|AUX,[price]+*+VERB,[price]+*+VERB|ADJ,[price]+*+VERB|ADJ|PROPN,[price]+*+VERB|AUX,[price]+*+VERB|AUX|PROPN,[price]+*+PROPN,[price]+*+PROPN|ADJ,[price]+*+PROPN|AUX,[price]+*+ADJ,[price]+*+AUX,[price]|$MONEY,[price]|$MONEY|NUM,[price]|$MONEY|$PERCENT,[price]|$ORG,[price]|$ORG+*+PROPN,[price]|$ORG|PROPN,[price]|$ORG|PROPN|NUM,[price]|$ORG|PROPN|$MONEY,[price]|$ORG|PROPN|$MONEY|NUM,[price]|$ORG|PROPN|$MONEY|$PERCENT,[price]|$ORG|PROPN|$PERCENT,[price]|$ORG|PROPN|$PERCENT|NUM,[price]|$ORG|PROPN|$PERCENT|$MONEY,[price]|$ORG|NUM,[price]|$ORG|$MONEY,[price]|$ORG|$MONEY|NUM,[price]|$ORG|$MONEY|$PERCENT,[price]|$ORG|$PERCENT,[price]|$ORG|$PERCENT|PROPN,[price]|$ORG|$PERCENT|PROPN|NUM,[price]|$ORG|$PERCENT|PROPN|$MONEY,[price]|$ORG|$PERCENT|NUM,[price]|$ORG|$PERCENT|$MONEY,[price]|$PERCENT,[price]|$PERCENT|NUM,[price]|$PERCENT|$MONEY,[price]|$PERCENT|$ORG,[price]|$PERCENT|$ORG|PROPN,[price]|$PERCENT|$ORG|PROPN|NUM,[price]|$PERCENT|$ORG|PROPN|$MONEY,[price]|$PERCENT|$ORG|NUM,[price]|$PERCENT|$ORG|$MONEY,$MONEY,$MONEY+NOUN,$MONEY+NOUN|ADV,$MONEY+ADV,$MONEY+*+NOUN,$MONEY+*+NOUN|ADV,$MONEY+*+ADV,$MONEY|NUM,$MONEY|NUM+NOUN,$MONEY|NUM+NOUN|ADV,$MONEY|NUM+ADV,$MONEY|NUM+*+NOUN,$MONEY|NUM+*+NOUN|ADV,$MONEY|NUM+*+ADV,$MONEY|$PERCENT,$MONEY|$PERCENT+NOUN,$MONEY|$PERCENT+NOUN|ADV,$MONEY|$PERCENT+ADV,$MONEY|$PERCENT+*+NOUN,$MONEY|$PERCENT+*+NOUN|ADV,$MONEY|$PERCENT+*+ADV,$ORG,$ORG|PROPN,$ORG|PROPN+NOUN,$ORG|PROPN+*+NOUN,$ORG|PROPN|NUM,$ORG|PROPN|NUM+NOUN,$ORG|PROPN|NUM+*+NOUN,$ORG|PROPN|$MONEY,$ORG|PROPN|$MONEY+NOUN,$ORG|PROPN|$MONEY+*+NOUN,$ORG|PROPN|$MONEY|NUM,$ORG|PROPN|$MONEY|NUM+NOUN,$ORG|PROPN|$MONEY|NUM+*+NOUN,$ORG|PROPN|$MONEY|$PERCENT,$ORG|PROPN|$MONEY|$PERCENT+NOUN,$ORG|PROPN|$MONEY|$PERCENT+*+NOUN,$ORG|PROPN|$PERCENT,$ORG|PROPN|$PERCENT+NOUN,$ORG|PROPN|$PERCENT+*+NOUN,$ORG|PROPN|$PERCENT|NUM,$ORG|PROPN|$PERCENT|NUM+NOUN,$ORG|PROPN|$PERCENT|NUM+*+NOUN,$ORG|PROPN|$PERCENT|$MONEY,$ORG|PROPN|$PERCENT|$MONEY+NOUN,$ORG|PROPN|$PERCENT|$MONEY+*+NOUN,$ORG|NUM,$ORG|NUM+NOUN,$ORG|NUM+*+NOUN,$ORG|NUM|PROPN,$ORG|NUM|PROPN+NOUN,$ORG|NUM|PROPN+*+NOUN,$ORG|NUM|PROPN|[price],$ORG|$MONEY,$ORG|$MONEY+NOUN,$ORG|$MONEY+*+NOUN,$ORG|$MONEY|PROPN,$ORG|$MONEY|PROPN+NOUN,$ORG|$MONEY|PROPN+*+NOUN,$ORG|$MONEY|PROPN|NUM,$ORG|$MONEY|PROPN|NUM+NOUN,$ORG|$MONEY|PROPN|NUM+*+NOUN,$ORG|$MONEY|PROPN|NUM|[price],$ORG|$MONEY|PROPN|[price],$ORG|$MONEY|PROPN|[price]|NUM,$ORG|$MONEY|PROPN|[price]|$PERCENT,$ORG|$MONEY|PROPN|$PERCENT,$ORG|$MONEY|PROPN|$PERCENT+NOUN,$ORG|$MONEY|PROPN|$PERCENT+*+NOUN,$ORG|$MONEY|PROPN|$PERCENT|[price],$ORG|$MONEY|NUM,$ORG|$MONEY|NUM+NOUN,$ORG|$MONEY|NUM+*+NOUN,$ORG|$MONEY|NUM|PROPN,$ORG|$MONEY|NUM|PROPN+NOUN,$ORG|$MONEY|NUM|PROPN+*+NOUN,$ORG|$MONEY|NUM|PROPN|[price],$ORG|$MONEY|$PERCENT,$ORG|$MONEY|$PERCENT+NOUN,$ORG|$MONEY|$PERCENT+*+NOUN,$ORG|$MONEY|$PERCENT|PROPN,$ORG|$MONEY|$PERCENT|PROPN+NOUN,$ORG|$MONEY|$PERCENT|PROPN+*+NOUN,$ORG|$MONEY|$PERCENT|PROPN|[price],$ORG|$PERCENT,$ORG|$PERCENT|PROPN,$ORG|$PERCENT|PROPN+NOUN,$ORG|$PERCENT|PROPN+*+NOUN,$ORG|$PERCENT|PROPN|NUM,$ORG|$PERCENT|PROPN|NUM+NOUN,$ORG|$PERCENT|PROPN|NUM+*+NOUN,$ORG|$PERCENT|PROPN|$MONEY,$ORG|$PERCENT|PROPN|$MONEY+NOUN,$ORG|$PERCENT|PROPN|$MONEY+*+NOUN,$ORG|$PERCENT|NUM,$ORG|$PERCENT|NUM+NOUN,$ORG|$PERCENT|NUM+*+NOUN,$ORG|$PERCENT|NUM|PROPN,$ORG|$PERCENT|NUM|PROPN+NOUN,$ORG|$PERCENT|NUM|PROPN+*+NOUN,$ORG|$PERCENT|NUM|PROPN|[price],$ORG|$PERCENT|$MONEY,$ORG|$PERCENT|$MONEY+NOUN,$ORG|$PERCENT|$MONEY+*+NOUN,$ORG|$PERCENT|$MONEY|PROPN,$ORG|$PERCENT|$MONEY|PROPN+NOUN,$ORG|$PERCENT|$MONEY|PROPN+*+NOUN,$ORG|$PERCENT|$MONEY|PROPN|[price],$PERCENT,$PERCENT+ADV,$PERCENT+ADV|NOUN,$PERCENT+*+ADV,$PERCENT+*+ADV|NOUN,$PERCENT|NUM,$PERCENT|NUM+NOUN,$PERCENT|NUM+NOUN|ADV,$PERCENT|NUM+ADV,$PERCENT|NUM+*+NOUN,$PERCENT|NUM+*+NOUN|ADV,$PERCENT|NUM+*+ADV
ss101,0,The waiting staff were very nice . ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss214,0,Ladies at the counter are super helpful and friendly . ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss112,0,"Friendly w / great customer service , reasonable prices , and a chill atmosphere ",1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ss81,0,She then decided that the only thing to do was be rude to me . ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss216,0,The building is pretty shanty like but the food is good . ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss110,0,The wait staff is attentive and knowledge ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss172,0,The decor was cute and the service was quick . ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss52,0,"The food is awesome , fresh , delicious and the best part is , it 's still healthy . ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss183,0,Sushi menu was pretty standard and the flavor was nothing special . ,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ss135,0,Poor quality sirloin covered in a thick brown sauce . ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss235,0,They are very responsive to inquiries online and their turnaround is fast enough that you can often order online and pick up the same day after confirmation ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss274,0,I have strict dietary needs and a manager was so helpful at looking up the info for me . ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss193,0,The flavors were n't the best and the froyo itself was watery . ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss150,0,"Booking was easy , the staff was friendly , and they communicated very well . ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ss185,0,Management is drippy ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
